Cavalcade (1933)
Mutiny on
"Great Ziegfeld,"
Life of
You Can't
How Green
Mrs. Miniver
Going My
"Lost Weekend,"
Best Years
Gentleman's Agreement
Hamlet (1948)
All the
Greatest Show
From Here
On the
Marty (1955)
West Side
Tom Jones
Man for
In the
Oliver! (1968)
Midnight Cowboy
"French Connection,"
Rocky (1976)
Kramer Vs.
Ordinary People
Chariots of
Terms of
Out of
"Last Emperor,"
Rain Man
Driving Miss
Take the
Klute (1971)
Repo Man
Metropolitan (1990)
Labyrinth (1986)
"Breakfast Club,"
Nightmare on
Nightmare on
Nightmare on
Nightmare on
Freddy's Dead:
Friday the
Friday the
Friday the
Friday the
Friday the
Friday the
Friday the
Friday the
Halloween (1978)
Halloween II
Halloween III:
Halloween 4:
Halloween 5:
Prom Night
Hello Mary
Prom Night
Prom Night
Child's Play
Child's Play
Child's Play
Poltergeist (1982)
Poltergeist II:
Poltergeist III
"Exorcist, The"
Exorcist II:
"Exorcist III,"
Lethal Weapon
Lethal Weapon
Lethal Weapon
Gremlins (1984)
Gremlins 2:
"Goonies, The"
Mask of
Polish Wedding
"This World,"
Soylent Green
Metropolis (1926)
Back to
Back to
"Poseidon Adventure,"
Freaky Friday
Absent Minded
Apple Dumpling
Babes in
Bambi (1942)
Seven Samurai
Dangerous Liaisons
Dune (1984)
Last Temptation
Godfather: Part
"Rapture, The"
Lolita (1997)
Disturbing Behavior
Mafia! (1998)
Saving Private
Billy's Hollywood
East Palace
"$1,000,000 Duck"
"Barefoot Executive,"
"Black Cauldron,"
"Black Hole,"
Blackbeard's Ghost
Blank Check
Candleshoe (1977)
Cat from
Cheetah (1989)
Computer Wore
Condorman (1981)
D2: The
Darby O'Gill
Devil and
Far Off
Flight of
"Gnome-Mobile, The"
Great Mouse
"Happiest Millionaire,"
Herbie Goes
Herbie Goes
Hocus Pocus
"Honey, I"
"Honey, I"
Hot Lead
In Search
"Incredible Journey,"
"Negotiator, The"
"Parent Trap,"
BASEketball (1998)
Full Tilt
"Governess, The"
Seventh Heaven
Roger &
Purple Rose
Out of
Doctor Zhivago
Fanny and
Trip to
Tender Mercies
And the
"'burbs, The"
Fandango (1985)
"Night Porter,"
Mephisto (1981)
Blue Velvet
Journey of
"Jungle Book,"
Kidnapped (1960)
Lady and
"Little Mermaid,"
"Mighty Ducks,"
Muppet Christmas
Newsies (1992)
101 Dalmatians
One Magic
Peter Pan
Popeye (1980)
Rescuers Down
"Rescuers, The"
Return from
Return of
Return to
"Rocketeer, The"
"Shaggy D.A.,"
Sleeping Beauty
Something Wicked
Son of
Song of
Splash (1984)
Squanto: A
Steamboat Willie
Tall Tale
Tex (1982)
Tron (1982)
Swing Kids
Halloween: H20
L.A. Story
"Jerk, The"
Dead Men
Man with
Grand Canyon
Graveyard Shift
"Outsiders, The"
Indiana Jones
Lord of
Nineteen Eighty-Four
"Dead Zone,"
Maximum Overdrive
Needful Things
Cujo (1983)
Children of
All Dogs
"Addams Family,"
Ever After:
Snake Eyes
"First Love,"
Safe Men
Saltmen of
Atlantic City
Autumn Sonata
Who's Afraid
Adventures in
Weird Science
Doctor Dolittle
"Nutty Professor,"
Charlotte's Web
Watership Down
Secret of
"Dark Crystal,"
"American Tail,"
American Tail:
Legend (1985)
Sixteen Candles
Pretty in
St. Elmo's
Clan of
House (1986)
House II:
Gods Must
Gods Must
Air Bud:
"Avengers, The"
How Stella
Slums of
"Best Man,"
Chambermaid on
Henry: Portrait
Henry: Portrait
Rosemary's Baby
"NeverEnding Story,"
NeverEnding Story
Attack of
Surf Nazis
Your Friends
Return to
Blade (1998)
Dance with
Dead Man
Wrongfully Accused
"Next Stop,"
Strike! (a.k.a.
Navigator: A
Beetlejuice (1988)
D�j� Vu
Rope (1948)
Family Plot
Frenzy (1972)
Topaz (1969)
Torn Curtain
Marnie (1964)
"Wrong Man,"
Man Who
Trouble with
I Confess
Strangers on
Stage Fright
54 (1998)
I Married
Why Do
"Merry War,"
See the
Willow (1988)
"Untouchables, The"
Dirty Work
Knock Off
Firelight (1997)
Modulations (1998)
Phoenix (1998)
Under Capricorn
"Paradine Case,"
Lifeboat (1944)
Shadow of
Saboteur (1942)
Mr. &
Suspicion (1941)
Jamaica Inn
"Lady Vanishes,"
Young and
Sabotage (1936)
Secret Agent
Man Who
Waltzes from
Number Seventeen
Rich and
"Skin Game,"
Elstree Calling
Juno and
Murder! (1930)
"Manxman, The"
Blackmail (1929)
Champagne (1928)
"Farmer's Wife,"
Downhill (1927)
Easy Virtue
"Ring, The"
"Lodger, The"
"Mountain Eagle,"
"Pleasure Garden,"
Always Tell
Rounders (1998)
Cube (1997)
Digging to
Let's Talk
One Man's
Simon Birch
Without Limits
Seven Beauties
Swept Away
My Bodyguard
Class (1983)
"Grandview, U.S.A."
Broadcast News
"Allnighter, The"
Working Girl
Stars and
Married to
Say Anything...
My Blue
Men Don't
Cabinet of
Hero (1992)
Toys (1992)
Choices (1981)
Young Doctors
Parasite (1982)
No Small
Master Ninja
Blame It
Wisdom (1986)
One Crazy
About Last
"Seventh Sign,"
We're No
Nothing But
"Butcher's Wife,"
Mortal Thoughts
Few Good
Indecent Proposal
Century of
Permanent Midnight
One True
Rush Hour
Lilian's Story
Six-String Samurai
Soldier's Daughter
Somewhere in
Ronin (1998)
Urban Legend
Clay Pigeons
Monument Ave.
Pecker (1998)
"Sheltering Sky,"
Bandit Queen
If.... (1968)
Fiendish Plot
Them! (1954)
"Thing, The"
"Player, The"
Stardust Memories
Edward Scissorhands
Overnight Delivery
Shadrach (1998)
Antz (1998)
"Impostors, The"
Night at
What Dreams
Strangeland (1998)
Battle of
"Producers, The"
History of
My Cousin
Nashville (1975)
Love Is
Slam (1998)
Holy Man
One Tough
Detroit 9000
"Inheritors, The"
"Mighty, The"
2010 (1984)
Children of
"Elephant Man,"
Beloved (1998)
Bride of
Practical Magic
"Alarmist, The"
Happiness (1998)
Reach the
Apt Pupil
Pleasantville (1998)
Soldier (1998)
"Cruise, The"
Life Is
Orgazmo (1997)
Shattered Image
Tales from
Vampires (1998)
American History
Hands on
Living Out
Belly (1998)
Gods and
"Siege, The"
"Waterboy, The"
Elizabeth (1998)
Velvet Goldmine
I Still
I'll Be
Meet Joe
Dancing at
Hard Core
"Naked Man,"
Runaway Train
Desert Bloom
"Stepford Wives,"
Pope of
Sid and
Mona Lisa
Heart Condition
Nights of
"Big Chill,"
Enemy of
"Rugrats Movie,"
"Bug's Life,"
Celebrity (1998)
Central Station
Savior (1998)
Waking Ned
"Celebration, The"
Pink Flamingos
Glen or
Godzilla (Gojira)
Godzilla (Gojira)
King Kong
King Kong
King Kong
King Kong
Desperately Seeking
"Emerald Forest,"
Fletch (1985)
Fletch Lives
Red Sonja
Gung Ho
"Money Pit,"
View to
Lifeforce (1985)
Police Academy
Police Academy
Police Academy
Police Academy
Police Academy
Police Academy
Babe: Pig
Home Fries
Jerry Springer:
Very Bad
Steam: The
Psycho (1998)
Little Voice
"Simple Plan,"
Jack Frost
Star Trek:
Prince of
Rushmore (1998)
Shakespeare in
Mass Appeal
Miracle on
Santa Claus:
Prancer (1989)
Pale Rider
Rambo: First
First Blood
Rambo III
Jewel of
Romancing the
Cocoon (1985)
Cocoon: The
Rocky II
Rocky III
Rocky IV
Rocky V
Clue (1985)
Young Sherlock
Violets Are
Back to
Heartburn (1986)
Nothing in
Extremities (1986)
"Karate Kid,"
"Karate Kid,"
Karate Kid
Christmas Vacation
You've Got
"General, The"
Theory of
Thin Red
"Faculty, The"
Mighty Joe
Mighty Joe
Patch Adams
Stepmom (1998)
"Civil Action,"
Down in
Hurlyburly (1998)
Tea with
Wilde (1997)
Outside Ozona
Affliction (1997)
Another Day
"Hi-Lo Country,"
Hilary and
Playing by
24 7:
At First
In Dreams
Varsity Blues
Virus (1999)
Garbage Pail
Howard the
"Gate, The"
Gate II:
Boy Who
"Fly, The"
"Fly, The"
"Fly II,"
Running Scared
Armed and
Texas Chainsaw
Texas Chainsaw
Leatherface: Texas
Return of
Ruthless People
Trick or
Deadly Friend
Belizaire the
Name of
Jumpin' Jack
Peggy Sue
Crocodile Dundee
Crocodile Dundee
Tough Guys
Soul Man
Color of
52 Pick-Up
Heartbreak Ridge
Firewalker (1986)
Three Amigos!
Gloria (1999)
Dry Cleaning
My Name
Still Crazy
Day of
Tinseltown (1998)
She's All
24-hour Woman
"Blood, Guts,"
Peeping Tom
Spanish Fly
Payback (1999)
Simply Irresistible
20 Dates
"Harmonists, The"
"Last Days,"
"Fantastic Planet,"
Blast from
Message in
My Favorite
God Said
Jawbreaker (1999)
October Sky
Office Space
"Apple, The"
200 Cigarettes
8MM (1999)
"Other Sister,"
Breakfast of
"Breaks, The"
Eight Days
Just the
"Long Goodbye,"
Ballad of
Pet Sematary
Pet Sematary
Children of
Children of
Christine (1983)
Night Shift
House on
Airport (1970)
Airport 1975
Airport '77
Rollercoaster (1977)
"Towering Inferno,"
Alligator (1980)
Meteor (1979)
Westworld (1973)
Logan's Run
Planet of
Beneath the
Battle for
Conquest of
Escape from
Avalanche (1978)
Earthquake (1974)
Concorde: Airport
Beyond the
Dancemaker (1998)
Analyze This
"Corruptor, The"
Cruel Intentions
"Lock, Stock"
Six Ways
School of
Relax... It's
Deep End
Harvest (1998)
Rage: Carrie
Wing Commander
"Haunting, The"
Dead Ringers
My Boyfriend's
Village of
Children of
Baby Geniuses
Telling You
I Stand
Forces of
King and
Ravenous (1999)
True Crime
Bandits (1997)
Beauty (1998)
"Empty Mirror,"
King and
Doug's 1st
EDtv (1999)
"Mod Squad,"
Among Giants
Walk on
"Matrix, The"
10 Things
Tango (1998)
"Out-of-Towners, The"
Dreamlife of
"Love, etc."
Metroland (1997)
Sticky Fingers
Following (1998)
Go (1999)
Never Been
Twin Dragons
Cookie's Fortune
Foolish (1999)
Lovers of
"Goodbye, Lover"
Life (1999)
Clubland (1998)
Friends &
Hideous Kinky
Jeanne and
"Joyriders, The"
"Monster, The"
Open Your
Photographer (Fotoamator)
SLC Punk!
Lost &
Pushing Tin
Election (1999)
eXistenZ (1999)
Little Bit
Mighty Peking
N� (1998)
Let it
Entrapment (1999)
Idle Hands
Get Real
Heaven (1998)
King of
Three Seasons
"Winslow Boy,"
Mildred Pierce
Night of
Chopping Mall
My Science
Dick Tracy
"Mummy, The"
"Castle, The"
Mascara (1999)
This Is
Xiu Xiu:
Midsummer Night's
Trippin' (1999)
After Life
Black Mask
Edge of
Endurance (1998)
Star Wars:
"Love Letter,"
Besieged (L'
Frogs for
"Saragossa Manuscript,"
"Mummy, The"
"Mummy, The"
"Mummy's Curse,"
"Mummy's Ghost,"
"Mummy's Hand,"
"Mummy's Tomb,"
Mommie Dearest
Superman (1978)
Superman II
Superman III
Superman IV:
Dracula (1931)
Dracula (1958)
House of
House of
Frankenstein (1931)
Son of
Ghost of
Frankenstein Meets
Curse of
Son of
"Wolf Man,"
Howling II:
Tarantula (1955)
Rocky Horror
"Flying Saucer,"
It Came
Thing From
It Came
War of
It Came
Invasion of
Earth Vs.
It Conquered
"Mole People,"
Swamp Thing
Pork Chop
"Run Silent,"
Notting Hill
"Thirteenth Floor,"
Eternity and
Loss of
Twice Upon
Instinct (1999)
Buena Vista
Desert Blue
Finding North
Floating (1997)
Free Enterprise
Limbo (1999)
Austin Powers:
Taxman (1999)
"Red Dwarf,"
"Red Violin,"
Tarzan (1999)
"General's Daughter,"
Get Bruce
"Ideal Husband,"
Legend of
Run Lola
Trekkies (1997)
Big Daddy
"Boys, The"
"Dinner Game,"
My Son
Zone 39
Arachnophobia (1990)
South Park:
Wild Wild
Summer of
Broken Vessels
Lovers on
"Late August,"
American Pie
Arlington Road
"Autumn Tale,"
Muppets From
Blair Witch
My Life
Eyes Wide
Lake Placid
"Wood, The"
Velocity of
Ghostbusters (1984)
Ghostbusters II
Drop Dead
"Haunting, The"
Inspector Gadget
Trick (1999)
Deep Blue
Mystery Men
Runaway Bride
Twin Falls
"Killing, The"
Killer's Kiss
Spartacus (1960)
Lolita (1962)
Barry Lyndon
"400 Blows,"
Jules and
Vibes (1988)
"Mosquito Coast,"
"Golden Child,"
Brighton Beach
Assassination (1987)
Crimes of
"Color Purple,"
"Kindred, The"
No Mercy
M�nage (Tenue
Native Son
Otello (1986)
"Mission, The"
Little Shop
Little Shop
Allan Quartermain
"Morning After,"
Radio Days
From the
Outrageous Fortune
"Bedroom Window,"
Deadtime Stories
Light of
Wanted: Dead
Frances (1982)
Plenty (1985)
Dick (1999)
"Gambler, The"
"Iron Giant,"
"Sixth Sense,"
Thomas Crown
Thomas Crown
"Acid House,"
Adventures of
Illuminata (1998)
Stiff Upper
"Yards, The"
Bowfinger (1999)
Brokedown Palace
Detroit Rock
Alice and
Better Than
Head On
Marcello Mastroianni:
Cobra (1925)
Never Talk
Heaven Can
"Raven, The"
"Tingler, The"
Pit and
Tomb of
Masque of
Tales of
Haunted Honeymoon
Cat's Eye
And Now
Damien: Omen
"Final Conflict,"
Airplane! (1980)
Airplane II:
American Werewolf
European Vacation
Vacation (1983)
Funny Farm
Big (1988)
Problem Child
Problem Child
Little Nemo:
Oscar and
Tequila Sunrise
"Pelican Brief,"
"Christmas Story,"
Mickey Blue
Teaching Mrs.
Universal Soldier:
Universal Soldier
Love Stinks
Perfect Blue
With Friends
In Too
"Source, The"
"Bat, The"
Iron Eagle
Iron Eagle
Aces: Iron
Iron Eagle
Three Days
Hamlet (1964)
Male and
Medicine Man
"Spiders, The"
On the
Rosie (1998)
"13th Warrior,"
"Astronaut's Wife,"
Dudley Do-Right
"Muse, The"
Cabaret Balkan
Dog of
"Lost Son,"
Lucie Aubrac
Very Thought
Chill Factor
Outside Providence
Bedrooms &
I Woke
West Beirut
Stigmata (1999)
Stir of
Best Laid
"Black Cat,"
"Minus Man,"
White Boys
Adventures of
Only Angels
Othello (1952)
Queens Logic
Public Access
Saturn 3
"Soldier's Story,"
Communion (a.k.a.
Don't Look
Nightmares (1983)
I Saw
Yellow Submarine
American Beauty
Stop Making
Blue Streak
For Love
Caligula (1980)
Hard Day's
Splendor (1999)
Sugar Town
Buddy Holly
Fright Night
Fright Night
"Separation, The"
Barefoot in
Deliverance (1972)
Excalibur (1981)
Lulu on
"Pajama Game,"
Sommersby (1993)
Thumbelina (1994)
Tommy (1975)
Hell Night
Operation Condor
Operation Condor
Double Jeopardy
Jakob the
Mumford (1999)
Dog Park
Guinevere (1999)
Adventures of
Simon Sez
Drive Me
"Mystery, Alaska"
Three Kings
"Happy, Texas"
New Rose
Plunkett &
Romance (1999)
Napoleon and
Alvarez Kelly
And the
"Dark Half,"
Gulliver's Travels
Monkey Shines
Phantasm (1979)
Psycho II
Psycho III
Rain (1932)
Sanjuro (1962)
Random Hearts
Superstar (1999)
Boys Don't
"Five Wives,"
"Ennui, L'"
"Grandfather, The"
"Limey, The"
Mating Habits
Molly (1999)
Risky Business
Total Recall
Body Heat
Ferris Bueller's
Year of
Children of
High Plains
Hang 'em
Citizen's Band
Drunken Master
"Conformist, The"
Hairspray (1988)
Brief Encounter
"Razor's Edge,"
Reds (1981)
Return with
Time of
Days of
"Fire Within,"
"Love Bewitched,"
"Lady Eve,"
Sullivan's Travels
Palm Beach
Man Facing
Niagara (1953)
Gilda (1946)
South Pacific
Flashdance (1983)
Indochine (1992)
"Dirty Dozen,"
Mike's Murder
Help! (1965)
Goldfinger (1964)
From Russia
Dr. No
"Blue Lagoon,"
Fistful of
Hard 8
Home Alone
Penitentiary (1979)
Penitentiary II
Someone to
Sparrows (1926)
Naturally Native
Fight Club
Beefcake (1999)
Story of
Fever Pitch
Joe the
Julien Donkey-Boy
"Omega Code,"
"Straight Story,"
"Bad Seed,"
Time Bandits
Man and
Fitzcarraldo (1982)
All That
Red Sorghum
Crimes and
Bats (1999)
"Best Man,"
Bringing Out
Crazy in
Three to
Body Shots
Men Cry
"Brother, Can"
"Guardian, The"
"Ipcress File,"
On Any
Robocop (1987)
Robocop 2
Who Framed
Melvin and
For Your
Licence to
Live and
Rawhead Rex
Thunderball (1965)
"City, The"
House on
Music of
Being John
Dreaming of
Man of
"Princess Mononoke,"
"Suburbans, The"
My Best
Train of
"Bachelor, The"
"Bone Collector,"
"Insider, The"
American Movie
Last Night
Portraits Chinois
Rosetta (1999)
They Shoot
Battling Butler
Bride of
Bustin' Loose
Coma (1978)
Creepshow (1982)
Creepshow 2
Re-Animator (1985)
Drugstore Cowboy
Falling Down
"Funhouse, The"
"General, The"
My Best
Piranha (1978)
Rough Night
Slaughterhouse (1987)
Slaughterhouse 2
Taming of
Nighthawks (1981)
Yojimbo (1961)
Repossessed (1990)
"Omega Man,"
Spaceballs (1987)
Robin Hood
Mister Roberts
Quest for
Little Big
Face in
Trading Places
Meatballs (1979)
Meatballs Part
Meatballs III
Meatballs 4
Dead Again
Peter's Friends
Incredibly True
Experience Preferred...
Under the
How I
Light It
Anywhere But
Dogma (1999)
Messenger: The
Pok�mon: The
Felicia's Journey
Oxygen (1999)
Where's Marlowe?
"Ape, The"
British Intelligence
"Commitments, The"
Holiday Inn
"Longest Day,"
Poison Ivy
Poison Ivy:
Ten Benny
Tora! Tora!
Women on
"Verdict, The"
Effect of
Adventures of
Stand and
Moonstruck (1987)
"Sandpiper, The"
Jeremiah Johnson
Repulsion (1965)
Irma la
42 Up
Liberty Heights
Mansfield Park
"Goodbye, 20th"
Sleepy Hollow
World Is
All About
Home Page
Living Dead
March of
Scrooged (1988)
Harvey (1950)
"Bicycle Thief,"
Matewan (1987)
Kagemusha (1980)
Chushingura (1962)
McCabe &
Maurice (1987)
Grapes of
My Man
Shop Around
"Natural, The"
Shampoo (1975)
River Runs
Fatal Attraction
Jagged Edge
Stanley &
Midnight Run
Awakenings (1990)
Come See
Backdraft (1991)
"Fisher King,"
"River, The"
Country (1984)
Places in
'Night Mother
End of
Toy Story
Flawless (1999)
Miss Julie
Ride with
Tumbleweeds (1999)
Bay of
"Distinguished Gentleman,"
"Hitch-Hiker, The"
Santa Fe
Spring Fever
Agnes Browne
End of
End of
Holy Smoke
Map of
Sweet and
Bonfire of
Broadway Damage
Daddy Long
Go West
Grand Illusion
"Great Santini,"
James Dean
"Sea Wolves,"
Stealing Home
Tarzan the
"Three Ages,"
"Two Jakes,"
U2: Rattle
Hell in
Glass Bottom
Cradle Will
Deuce Bigalow:
"Green Mile,"
Cider House
Diamonds (1999)
"War Zone,"
"Bat Whispers,"
Last Picture
7th Voyage
Blood on
Anna and
Bicentennial Man
Stuart Little
Emperor and
Fantasia 2000
Magnolia (1999)
Onegin (1999)
Simpatico (1999)
Topsy-Turvy (1999)
"Alley Cats,"
Boiling Point
Brenda Starr
Carnal Knowledge
Easy Rider
Falcon and
Hi-Yo Silver
Room at
Ulysses (Ulisse)
Any Given
Man on
Galaxy Quest
Talented Mr.
Next Friday
"Hurricane, The"
Angela's Ashes
Play it
Titus (1999)
Mr. Death:
"Third Miracle,"
Montana (1998)
Snow Falling
"Girl, Interrupted"
Trans (1998)
Life and
My Dog
Supernova (2000)
"Quarry, The"
"Terrorist, The"
Creature (1999)
Way We
Tess of
Stalag 17
"Presidio, The"
Papillon (1973)
Pal Joey
"Last Detail,"
Five Easy
Even Dwarfs
Dead Calm
Boys from
Black Sunday
Against All
Snows of
Loaded Weapon
Loves of
Fast Times
Cry in
Born to
Batman: Mask
American Flyers
Voyage of
Vampyros Lesbos
Star Is
Poison (1991)
Pacific Heights
Night Tide
"Draughtsman's Contract,"
Carmen (1984)
Zed &
Woman in
Down to
Hellhounds on
"Not Love,"
Wirey Spindell
Another Man's
"Odessa File,"
"Saphead, The"
Seven Chances
Smashing Time
Train Ride
Where the
Zachariah (1971)
Kestrel's Eye
Eye of
Isn't She
"Big Tease,"
"Cup, The"
Santitos (1997)
Encino Man
"Goodbye Girl,"
I Am
Malcolm X
Sister Act
Sister Act
Hand That
Alive (1993)
Agnes of
Scent of
Wayne's World
Wayne's World
League of
Patriot Games
"Bodyguard, The"
Death Becomes
Far and
Howards End
Singles (1992)
Twin Peaks:
White Men
Buffy the
Hard-Boiled (Lashou
Man Bites
"Mariachi, El"
Stop! Or
Forever Young
"Cutting Edge,"
Of Mice
Bad Lieutenant
Scream 3
Single White
"Boondock Saints,"
Gun Shy
Beloved/Friend (Amigo/Amado)
Gendernauts (1999)
Knockout (1999)
"Baby, The"
Brandon Teena
Different for
Minnie and
They Might
"Beach, The"
Snow Day
"Tigger Movie,"
Cotton Mary
Not One
Soft Toilet
Trois (2000)
"Big Combo,"
Conceiving Ada
Eaten Alive
Raining Stones
To Sir
With Byrd
Boiler Room
Hanging Up
Pitch Black
Whole Nine
Beautiful People
Black Tar
Blue Collar
Bluebeard (1944)
"Circus, The"
City Lights
"Flamingo Kid,"
"Dog's Life,"
"Kid, The"
Man from
"McCullochs, The"
Class Reunion
"Big Trees,"
Happy Go
Reindeer Games
Wonder Boys
Deterrence (1998)
Judy Berlin
Mifune (Mifunes
"Waiting Game,"
3 Strikes
Chain of
Drowning Mona
Next Best
What Planet
Beyond the
Ghost Dog:
Year My
Splendor in
My Tutor
Legend of
Killing of
Key Largo
Jail Bait
It Happened
I'll Never
For All
Cross of
Bride of
Born Yesterday
Birdy (1984)
And God
Blood Feast
"Charlie, the"
Color Me
Never Cry
"Night Visitor,"
Perils of
Raisin in
Two Thousand
Brown's Requiem
Closer You
Mission to
"Ninth Gate,"
Condo Painting
East-West (Est-ouest)
Defending Your
Breaking Away
Hoosiers (1986)
Bull Durham
Dog Day
American Graffiti
"Asphalt Jungle,"
"Searchers, The"
Where Eagles
"Devil's Brigade,"
"Big Country,"
Any Number
Betrayed (1988)
Bound for
Bridge at
Buck and
Daughters of
Destination Moon
"Fantastic Night,"
Hangmen Also
"Ogre, The"
On the
Railroaded! (1947)
Slaves to
Song of
Big Fella
Taking of
Volunteers (1985)
JFK (1991)
Who's Harry
Harry and
Let's Get
Shanghai Surprise
Who's That
She-Devil (1989)
Date with
Blind Date
Nadine (1987)
"Muppet Movie,"
Great Muppet
Muppets Take
Sesame Street
We're Back!
Baby... Secret
Turtle Diary
Raise the
Titanic (1953)
Night to
Captain Horatio
Carriers Are
Erin Brockovich
Final Destination
Soft Fruit
Babymother (1998)
"Bear, The"
Impact (1949)
Love Is
"Mirror, The"
"Trial, The"
"Crimson Pirate,"
Thelma &
Something for
...And Justice
Animal House
She's Gotta
School Daze
Do the
Mo' Better
Jungle Fever
Coogan's Bluff
"Champ, The"
Creature Comforts
Death Wish
Death Wish
Death Wish
Death Wish
Death Wish
Double Indemnity
Dying Young
Cool as
Teenage Mutant
Teenage Mutant
Teenage Mutant
Red Dawn
Band of
Born American
Bloodsport (1988)
Eyes of
Funny Bones
"Good Earth,"
"Good Morning,"
"Good Mother,"
Grumpy Old
Guess Who's
Romeo Must
Here on
Whatever It
Buddy Boy
Color of
Waking the
Blood and
Gothic (1986)
Hillbillys in
Lord of
Modern Times
Last Resort
Solar Crisis
That's Life!
Heart and
Hud (1963)
"Hustler, The"
Inherit the
Dersu Uzala
Close Encounters
Horror Hotel
Jonah Who
Retroactive (1997)
Place in
Jacob's Ladder
Empire Records
"Bamba, La"
Ladyhawke (1985)
Lucas (1986)
High Fidelity
Price of
Road to
"Skulls, The"
Autopsy (Macchie
Devil Girl
"Dorado, El"
Hideous Sun
Hook (1991)
Horror Express
My Chauffeur
Son of
Torso (Corpi
True Grit
Roadside Prophets
Madame Sousatzka
Max Dugan
Midnight Express
Misery (1990)
Mr. Saturday
Murphy's Romance
My Life
Solaris (Solyaris)
Network (1976)
No Way
North Dallas
"Odd Couple,"
Outlaw Josey
Black and
Frequency (2000)
Ready to
Return to
Rules of
Joe Gould's
Me Myself
"Bell, Book"
"Bells, The"
End of
Force 10
How to
Mystery Train
Sacco and
Taffin (1988)
Arthur (1981)
Bachelor Party
Parenthood (1989)
Predator (1987)
Prince of
Postman Always
Smoking/No Smoking
All the
Freedom for
"Actor's Revenge,"
28 Days
American Psycho
Keeping the
Where the
East is
Filth and
Passion of
Third World
Coming Apart
Diner (1982)
Shakes the
Cabaret (1972)
What Ever
Prick Up
Auntie Mame
Guys and
"Hunger, The"
Marathon Man
Caddyshack (1980)
Gossip (2000)
Love and
U-571 (2000)
"Virgin Suicides,"
Jennifer 8
"Law, The"
Limelight (1952)
Phantom Love
Stacy's Knights
Committed (2000)
"Crow: Salvation,"
Flintstones in
Where the
"Big Kahuna,"
Bossa Nova
Smiling Fish
"Idiots, The"
"Last September,"
Time Code
Carnosaur (1993)
Carnosaur 2
Carnosaur 3:
Defying Gravity
"Hidden, The"
Two Moon
Gladiator (2000)
I Dreamed
Up at
Human Traffic
"Jails, Hospitals"
Black Tights
Breathless (1983)
Great Locomotive
"Idolmaker, The"
Inferno (1980)
King of
"Kill, Baby..."
Lords of
Mr. Mom
Time Masters
Battlefield Earth
Center Stage
Held Up
Screwed (2000)
Whipped (2000)
Hamlet (2000)
Anchors Aweigh
Blue Hawaii
"Castaway Cowboy,"
G. I.
"Gay Deceivers,"
Gypsy (1962)
King Creole
On the
One Little
Pee-wee's Big
Regret to
Roustabout (1964)
Saludos Amigos
Slipper and
Things Change
Honeymoon in
Dinosaur (2000)
Loser (2000)
Road Trip
Small Time
"Hollywood Knights,"
Myth of
Possession (1981)
"Twelve Chairs,"
Mission: Impossible
Shanghai Noon
Better Living
8 1/2
Carnival of
Flying Tigers
"Gold Rush,"
House of
It's in
Monsieur Verdoux
On Her
Seven Days
Spy Who
Those Who
Vagabond (Sans
Moonraker (1979)
Man with
King in
Woman of
In Old
"Fighting Seabees,"
Dark Command
Cleo From
Big Momma's
Running Free
"Abominable Snowman,"
American Gigolo
Anguish (Angustia)
Blood Spattered
City of
"Endless Summer,"
Guns of
Blow-Out (La
Lured (1947)
Pandora and
Quatermass and
Quatermass II
Puppet Master
Puppet Master
Puppet Master
Puppet Master
Puppet Master
Curse of
Retro Puppetmaster
Rent-A-Cop (1988)
Romeo and
Stay Tuned
Story of
Blazing Saddles
Benji (1974)
Benji the
For the
White Christmas
Eraserhead (1977)
Baraka (1992)
Man with
Decline of
Decline of
For a
Magnum Force
Blood Simple
Fabulous Baker
Prizzi's Honor
Flatliners (1990)
Light Years
Porky's (1981)
Porky's II:
Porky's Revenge
Private School
Class of
"Toxic Avenger,"
"Toxic Avenger,"
Toxic Avenger
Night of
Predator 2
"Running Man,"
Starman (1984)
Brother from
Alien Nation
Mad Max
Mad Max
Mad Max
Bird on
Angel Heart
Nine 1/2
Firestarter (1984)
Sleepwalkers (1992)
Action Jackson
Sarafina! (1992)
Soapdish (1991)
Long Walk
Clara's Heart
Burglar (1987)
Fatal Beauty
Gone in
American Pimp
Love's Labour's
Sunshine (1999)
Trixie (1999)
Live Virgin
Hamlet (1990)
Coming Home
American Pop
Assault on
Near Dark
One False
Shaft (1971)
"Conversation, The"
Cutter's Way
"Fury, The"
"Paper Chase,"
Prince of
Serpico (1973)
"Big Carnival,"
Lonely Are
"Sugarland Express,"
Trouble in
Big Trouble
Badlands (1973)
"Battleship Potemkin,"
Boys and
Shaft (2000)
Titan A.E.
Butterfly (La
Jesus' Son
"Match, The"
Time Regained
Boricua's Bond
Chicken Run
"Me, Myself"
"Patriot, The"
Adventures of
"Perfect Storm,"
"Golden Bowl,"
Asylum (1972)
Communion (1989)
Fun and
Kentucky Fried
"Blood In,"
Daughter of
F/X (1986)
F/X 2
"Hot Spot,"
Missing in
Missing in
Braddock: Missing
Thunderbolt and
Dreamscape (1984)
Golden Voyage
Hatchet For
House Party
House Party
Make Mine
Melody Time
Nekromantik (1987)
On Our
Project Moon
Rocketship X-M
Shaft in
Shaft's Big
Croupier (1998)
"Kid, The"
Scary Movie
But I'm
Shower (Xizhao)
Blowup (1966)
"Pawnbroker, The"
Groove (2000)
